ID,review_dates,name,review_ratings,reviews,Blood and lymphatic system disorders,Cardiac disorders,Congenital familial and genetic disorders,Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,Injury poisoning and procedural complications,Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,Neoplasms benign malignant and unspecified (incl cysts and polyps),Nervous system disorders,Pregnancy puerperium and perinatal conditions,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,Respiratory thoracic and mediastinal disorders,Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,Product issues,Positive effects,Correct review,Incorrect review,Incompatibility
1734,2023-08-22,Melatonin,5,Great disolving berry flavor and sleep through the night. Wake up feeling rested.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1735,2023-04-08,Melatonin,5,I really like this melatonin because of how easily it dissolves. What I don't like is that it had a more compact bottle with 250 tablets and now the bottle is bigger and has 200 tablets. Makes no sense other than a marketing ploy to make you think you are getting more instead of 1/5 less than before. Boo to incredible shrinking products!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1736,2023-05-25,Melatonin,4,Sometimes it works sometimes it don’t,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1738,2023-08-06,Melatonin,5,Take one of these at bedtime and go lay down. Puts you right to sleep. Works well.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1739,2023-05-28,Melatonin,5,These chewable sleep aids are the perfect amount of melatonin to help you fall asleep fast and stay asleep longer. They have a wonderful strawberry flavor and are easy to chew with no aftertaste. I would recommend these small tablets if you're looking for a natural way to aid in sleep.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1740,2023-06-28,Melatonin,5,"Easy to take with pleasant taste. After using two nights scored over 80 per Fitbit, which is good sleep and felt more rested. I have familial advanced sleep phase syndrome, so hope the good results continue",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1741,2023-05-02,Melatonin,4,The pills work good. But the flavor was not the best.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1742,2023-08-09,Melatonin,5,"easy to chew or let dissolve in your mouth
pleasant tasting",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1744,2023-07-29,Melatonin,5,"I like the fast dissolving tablets, they taste good and they help me fall asleep faster.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1745,2023-07-26,Melatonin,5,Helps me fall asleep fast and stay asleep! My whole family uses this stuff and we love it.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1746,2023-08-15,Melatonin,5,"Everything all okay, keep up the good work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1747,2023-01-23,Melatonin,5,"First of all do not swallow tablet, place one tablet in mouth and let it melt. This is the 5mg tablet my doctor recommended, and he indicated not to take more than 1 tablet each time. I would suggest you contact your doctor if you think you need more than that. I like the fact Melatonin is naturally produced by the human body for sleep. So unless there are any added substances that could be considered harmful, Natrol's Melatonin seems to be safe. Again, for me, my doctor recommended no more than one tablet each time used.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1748,2023-08-02,Melatonin,5,"Love them! I don't use them often, but when I do, they come in clutch!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1749,2023-08-05,Melatonin,5,The melatonin works great to take the edge off for my grandkids.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1750,2023-08-07,Melatonin,5,"Perfect flavor, using it every night. Thanks",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1751,2022-11-14,Melatonin,4,"Bought this product to help me fall asleep faster as I stay up most of the night. They're fairly easy to swallow and have an alright flavor, like a vitamin. They work fine but not instantly or the most much. For severe night owls there may be something better but I'm not sure. But this product work well enough to go to sleep easily after a small amount of time. Worth the money if it works for you.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1752,2023-06-29,Melatonin,5,Once in awhile I even take 1 1/2 such good for the seniors,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1753,2023-06-30,Melatonin,5,"Great flavor, dissolves easily and executes on helping me fall asleep quickly",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1754,2024-01-13,Melatonin,5,"These melt in your mouth and are absorbed through the membranes in your mouth. I break them in half, and use as needed. The flavor is good.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1755,2024-01-12,Melatonin,5,"I have a hard time sleeping so I take these pretty regularly. This was my second bottle. For me, it takes a while to kick in so I have to plan ahead and take it so I can be tired at the time I want to go to sleep. Its a good value and the tablets dissolve fast.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1756,2024-01-11,Melatonin,1,First time trying melatonin and unfortunately didn’t work for me. It’s 3:13 am and I’m struggling to go to sleep. I did one dose before bed an another one 2 hours later. I’m so use awake.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1757,2024-01-10,Melatonin,1,Unsafe to use supplements with no seal. Has been opened and could be contaminated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1758,2024-01-10,Melatonin,3,"Puts me to sleep pretty quickly, but wears off after about 4 hours. Actually wakes me up when it does.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1760,2024-01-06,Melatonin,4,Taste is okay no after effects,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1761,2024-01-06,Melatonin,5,Helps me sleep like a baby,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1762,2024-01-05,Melatonin,5,Sleeping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1763,2024-01-05,Melatonin,5,This always helps me fall asleep. It tastes good too,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1764,2024-01-04,Melatonin,5,"I originally purchased these because I wanted a dissolving pill that did not contain red-40 in the ingredients. I have found a few other brands that don't have red-40 but this one is the best tasting one I have tried so far. (it's a bit more expensive, but I think its worth it)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1765,2024-01-04,Melatonin,5,5MG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1766,2024-01-03,Melatonin,1,Pills broken. Can’t tell what or how much you are taking. Supposed to be 200 tablets. I doubt 100. A believe a refund and new bottle should be sent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1767,2023-12-30,Melatonin,1,"When I opened a bottle of pills, a small explosion occurred like a cracker, some dust, apparently part of the pills, flew out there, I do not want to use such tablets that explode",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1768,2023-12-28,Melatonin,5,These work well,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1769,2023-12-28,Melatonin,5,I have tried many other brands and always come back to this one! Dissolve under tongue and feel sleepy around 25 minutes later. Tastes fine and I highly recommend. Side note… have had occasions where I needed to change course and stay awake and was able to push through without a ton of drowsiness. Conclusion when you start to feel sleepy shut it down and let it do its job.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1770,2023-12-25,Melatonin,5,"I slept like a baby. Great taste, they dissolve in your mouth so no swallowing pills. Brings a lot of them for the price!! Worth it!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1771,2023-12-22,Melatonin,1,I have been using the brand Natrol for melatonin fix. this is a bust - totally does not work.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1772,2023-12-20,Melatonin,1,I used as directed and saw no improvement for a little over a week. I even went up on the dosage by taking 2 and still saw no improvement. Still woke up in the night and could not go back to sleep. Still had trouble going to bed.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1773,2023-12-16,Melatonin,5,Love this dosage and flavor.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1774,2023-12-15,Melatonin,5,Came in great condition. Works well.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1775,2023-12-14,Melatonin,5,Hubby didn't want to take sleep meds because he's taking plenty of meds already. His sleep specialist suggested using these instead and they've been working quite well.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1776,2023-12-14,Melatonin,5,Seamless order and delivery - already knew the product is fantastic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1777,2023-12-13,Melatonin,5,Justo lo que pedí,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1778,2023-12-13,Melatonin,5,"Good flavor, nice size",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1779,2023-12-11,Melatonin,5,"I've been taking these dissolvable melatonin tablets for about a year now and I love them! They dissolve fast and taste great. I usually take one about an hour before bedtime, and sleep so much better than I used to. I was a very restless sleeper that would sometimes take hours to fall asleep, but thanks to melatonin I fall asleep easily and get a good restful night's sleep. My one small issue with them is that I wake up a little groggier than usual, but I can usually shake that off after a few minutes.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1780,2023-12-10,Melatonin,5,I Have Forgotten Hiw Much I Missed These!! They Work Exceptionally Well!!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1781,2023-12-10,Melatonin,5,works like other melatonin and cost less than most melatonin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1782,2023-12-09,Melatonin,2,"I received this bottle of 200 melatonin tablets today, December 8, and they expire on March 31 of this upcoming year. How am I supposed to use 200 tablets in 112 days? Unfortunately I opened it before I noticed.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1783,2023-12-07,Melatonin,1,"DO NOT GIVE TO DOGS! This product contains xylitol, in fact, it's the first listed ingredient. Found out the hard way.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1784,2023-12-06,Melatonin,5,This is the best brand I’ve tried. I have one every night and it works pretty fast,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1785,2023-12-05,Melatonin,5,good product ssolves easily,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1786,2023-12-02,Melatonin,5,"The strawberry flavor, fast dissolving tablet is ideal for me. As a senior, it's vital that any sleep aid does not have side effects, as prescription meds may, that would put me at risk of falling when I need to get up to go to the bathroom in the middle of the night.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1787,2023-12-02,Melatonin,5,I break this in half and is all that I need whenever I can’t fall asleep. Sometimes I give like 1.25mg of it to my kids when they won’t sleep either and works like a charm. I didn’t have any side effects like headache etc as they said about taking melatonin.. this is the first I ever took this supplement and The first night I had half of the tablet it worked immediately.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1788,2023-12-01,Melatonin,5,The best there is for fast acting dissolvable melatonin in the market!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1789,2023-11-29,Melatonin,5,"My go-to solution for fast and efficient sleep aid. The quick-dissolve feature lives up to its name, providing a swift and effective way to prepare for a restful night. One of the standout features for me is the strawberry flavor. It is pleasant for adults, but it's also for kids. The enjoyable taste eliminates the struggle of convincing little ones to take it, turning bedtime into a smoother and more enjoyable routine.
.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1790,2023-11-27,Melatonin,5,"This 5mg dosage of melatonin is perfect for me and Natrol is a high-quality brand I've been using for years.

It's not always easy to find 5mg melatonin. 10mg is a little too much for me and I wake up a little groggy. This dosage, brand and price point is perfect for me and I'll definitely re-order!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1791,2023-11-27,Melatonin,1,This product makes me dizzy. I tried a few times and the result was the same. I’ve used another brand of Melatonin and never had this problem.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1792,2023-11-27,Melatonin,5,Night time sleep helper!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1793,2023-11-25,Melatonin,5,I like the strawberry taste.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1794,2023-11-19,Melatonin,1,"It doesn't work. It seems to be a placebo, just a sugar candy. It doesn't help with sleep whatsoever. Skip it and look for a different brand.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1795,2023-11-12,Melatonin,5,Buenísima y eficaz para adultos ayuda a conciliar sueño más rápido.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1796,2023-11-11,Melatonin,5,"It’s melting while still in my mouth, that’s how I know it will be absorbed fast. And like many melatonin users I confirm, melatonin is not going to make you fall asleep faster. But the safe nightly routine will. After I’m already in bed and ready to spend 20 mins on my phone, I pop one or two in and bam, brain is signaled. I will be far calmer and ready to switch off for the day.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1797,2023-11-09,Melatonin,5,Helps me sleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1798,2023-11-09,Melatonin,5,Perfect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1799,2023-11-05,Melatonin,4,I like this brand better than others. I feel as if this brand works better. The dissolve and taste good,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1800,2023-10-30,Melatonin,5,I have used this for years. It also helps me tell which of 13 medications are which. A few look identical. Will buy again.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1801,2023-10-28,Melatonin,1,I got strong migraine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1802,2023-10-27,Melatonin,5,"I get these Melatonin 5mg Strawberry-Flavored Supplements for Restful Sleep via Amazon’s Sub/Save every other month & am really happy with them. The quality is really good. They work really well for my family & me plus they taste really good. Strawberry is my favorite fruit so I have No problem taking these. Am happy with the results too. They have helped us with drifting off &/or staying asleep. Important when you have issues with sleeping.

Recommend…👍🏻

❤️‍🔥Shalom…",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1803,2023-10-23,Melatonin,5,This product is perfect if you have trouble sleeping. No grogginess in the morning.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1804,2023-10-19,Melatonin,5,I’ve been using this brand for years. The effect is consistent and I sleep well using it,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1805,2023-10-16,Melatonin,5,Puts me to sleep in less than a hour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1806,2023-10-14,Melatonin,5,Love the quick dissolve and better priced here than Walmart.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1807,2023-10-14,Melatonin,5,Better price than COSTCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1808,2023-10-09,Melatonin,5,I love this product. Peaceful night sleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1809,2023-10-09,Melatonin,3,This is a good product to get to sleep fast but doesn't keep me asleep for over 4 hours. I found the extended release works better for me and I sleep all night.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1811,2023-10-04,Melatonin,5,"This is a product that you really should dissolve under your tongue. I takes about 10-15 minutes to work, then you feel ready to sleep! I generally sleep through the entire night!
ps- It tastes great!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1812,2023-10-01,Melatonin,5,worked well!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1813,2023-10-01,Melatonin,4,"I’ve been buying this brand melatonin product for quite awhile. It’s a good product, but every once in a while I get a bottle that has a more than acceptable amount that is broken into small pieces. Fortunately, it doesn’t happen too often.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1814,2023-09-26,Melatonin,3,I usually use melatonin but this one gave really bad nightmares So I going to try the Amazon brand and see what happens,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1815,2023-09-23,Melatonin,1,"So I bought this thinking I was safe like usual since the last bottle says it does not have wheat or gluten!

Got this bottle and see it now contains wheat. You’re going to get people sick.

This is now useless and a waste of money and time for me I’m going to have to find a different brand.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1816,2023-09-22,Melatonin,5,We purchase this regularly in my house and take some nightly. It really helps to calm the mind and allow for a restful sleep. The taste is pleasant and the price is reasonable - no complaints here.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1817,2023-09-18,Melatonin,4,Label has no USP.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1818,2023-09-18,Melatonin,4,Works very well for myself and my 9yo however they hate the taste so much they won’t take it as often as past ones I have purchased,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1819,2023-09-16,Melatonin,5,Small doses allows us to increase or decrease dosage for my mother to adjust to her needs.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1820,2023-09-14,Melatonin,5,Fast delivery and with security seal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1821,2023-09-12,Melatonin,5,I love that they dissolve so easily. The flavor is good. There a good value for the money.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1822,2023-09-12,Melatonin,5,I love this product and have used for a very long time to help me get to sleep . The taste is nice and my grandchildren will even take a small portion of 1 tablet so the taste is kid approved as well & it helps them off to sleep fairly quickly.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1823,2023-09-11,Melatonin,5,This is one of my family's favorite melatonins. They taste delicious and work well for all of us. Recommended.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1824,2023-09-08,Melatonin,1,"After using this product I noticed I became extremely itchy and broke out into an allergic reaction, I experienced restlessness, and struggled to sleep. I’ve used other melatonin products without any of these issues before but noticed this product contains far more additives than the ones I usually take. I will not be using these again and encourage everyone to read through the list of ingredients and consider choosing a different product to avoid these very uncomfortable side effects.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1825,2023-09-07,Melatonin,4,"I've ordered this product 12 times going back several years. The bottle I just received seems to have a new formulation. It dissolves much more slowly and the flavor is reduced. I'm not sure I like it, but it's not the end of the world. I've tried competitors and I really disliked their flavor, so I'll probably stick with this one.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1826,2023-09-04,Melatonin,5,I use Melatonin periodically when I have a difficult times relaxing and going to sleep. It works.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1827,2023-09-04,Melatonin,5,Husband uses them every night,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1828,2023-09-04,Melatonin,5,I take this every night. Been a lifesaver to help me stay asleep.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1829,2023-09-03,Melatonin,5,I work night shift 5 nights a week 12 hours . I usually take 4 to 6 tabs and get a full days sleep to prepare me for an entire shift . I highly recommend these to anyone having trouble sleeping . 🤷‍♀️,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1830,2023-09-02,Melatonin,4,Really like the way that melt in your mouth and they don't taste icky or leave your mouth chalky,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1831,2023-08-30,Melatonin,4,Beware of this product as it contains xylitol which is fatal even in small amounts to dogs and can be toxic to cats as well. I will no longer be buying this brand in the future but will opt for something unsweetened or differently sweetened. Every time I take one I worry my curious dog is going to to gobble one up if I drop it. Not worth the worry. There are so many other sugar alcohols—or even a small amount of real sugar—that could be used instead. Not sure why xylitol.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1832,2023-08-29,Melatonin,2,"I suffer from intense insomnia, So I obviously bought these so I can freaking sleep and not lose half day used it once knocked me used it twice knocked me out again but only for like two weeks it helped me sleep now when I took it it made me sleep but I would wake up at like 12 or 2pm ?? So like it didn’t last 💀 then it didn’t just work at all so I’m guessing it’s duds cause it’s “all natural with no drugs” I rather drink NyQuil then to take these again 🙄",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1833,2023-08-28,Melatonin,5,"Non habit forming, easy dissolve, acts fast, no groggy feeling in the morning",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1834,2023-08-28,Melatonin,5,What’s not to love? Fast dissolve. Good taste. Great nights sleep.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1835,2023-08-27,Melatonin,5,"Very good communication, fast shipment, highly recommended!",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1836,2023-08-24,Melatonin,5,Just love this! Thank you for a wonderful Amazon purchase!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1837,2023-08-24,Melatonin,5,Sleep 😴,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1839,2023-08-22,Melatonin,5,Great disolving berry flavor and sleep through the night. Wake up feeling rested.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1840,2023-08-17,Melatonin,5,"I drive a truck and need my sleep. I use the melatonin to get much needed sleep. They are easy to swallow, don’t leave an after taste. Work great. Good price.
I would highly recommend melatonin to customers",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1841,2023-08-16,Melatonin,5,"These little tablets are very effective. Once in a while I have a really hard time sleeping, and I just dissolve 3 or 4 on my tongue, lie down & relax, and in less than 30 minutes I’m off in dreamland. I try not to take them too often, because I read if you take melatonin too regularly, your body will stop making it naturally. But, for occasional sleeplessness, these tablets are really wonderful.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1842,2023-08-15,Melatonin,5,"Everything all okay, keep up the good work.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1843,2023-08-14,Melatonin,5,Good price for quantity!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1844,2023-08-14,Melatonin,5,Great price,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
