ID,name,dates,сondition,overall rating,reviews
469,B07S38C5WW,2023-09-04,Use periodically,5.0,I use Melatonin periodically when I have a difficult times relaxing and going to sleep. It works.
470,B07S38C5WW,2023-08-04,This product works great.,5.0,I take one gummy 30 mins. before bedtime and I go right to sleep. I don't have any groggy side affects and these taste great. A good product that I will buy again.
471,B07S38C5WW,2023-08-28,Good product,5.0,What’s not to love? Fast dissolve. Good taste. Great nights sleep.
472,B07S38C5WW,2023-09-04,Love the 5mg tabs,5.0,I take this every night. Been a lifesaver to help me stay asleep.
473,B07S38C5WW,2023-09-14,Arrived with security seal,5.0,Fast delivery and with security seal
474,B07S38C5WW,2023-03-26,"Good product, poor supplier",4.0,"Get them elsewhere! While I have been using this product for some time now, with good results, I can't say I'll buy it again this way.

Tablets arrived crumbly, with a great deal of residue in the bottom and the cotton on top. Ordered in December, product is about to expire already."
475,B07S38C5WW,2023-08-28,Works great,5.0,"Non habit forming, easy dissolve, acts fast, no groggy feeling in the morning"
476,B07S38C5WW,2023-08-11,Really works and dissolves quickly,5.0,"I've tried various brands of melatonin and I like this one the best. Good taste, dissolves quickly and is very effective."
477,B07S38C5WW,2023-08-24,Just love this! Thank you for a wonderful Amazon purchase! Amazing product!!,5.0,Just love this! Thank you for a wonderful Amazon purchase!
478,B07S38C5WW,2023-09-26,Nightmares,3.0,I usually use melatonin but this one gave really bad nightmares So I going to try the Amazon brand and see what happens
479,B07S38C5WW,2023-09-04,Nothing,5.0,Husband uses them every night
480,B07S38C5WW,2023-04-28,Item is really good,4.0,"It’s doing it’s job very well, I purchased other brands for the same purpose but non did the job like this item"
481,B07S38C5WW,2023-08-22,Rest,5.0,Great disolving berry flavor and sleep through the night. Wake up feeling rested.
482,B07S38C5WW,2023-04-08,"LARGER BOTTLE, FEWER TABLETS",5.0,I really like this melatonin because of how easily it dissolves. What I don't like is that it had a more compact bottle with 250 tablets and now the bottle is bigger and has 200 tablets. Makes no sense other than a marketing ploy to make you think you are getting more instead of 1/5 less than before. Boo to incredible shrinking products!!
483,B07S38C5WW,2023-05-25,Sleep,4.0,Sometimes it works sometimes it don’t
484,B07S38C5WW,2020-05-20,Definitely helps during this UNPRECEDENTED time....,5.0,"I am pleasantly surprised by this product. I've been struggling with sorting due to the impact of Covid19. I'm not as active so I'm not sleeping as well. I did lots of research on the benefits of melatonin so I just needed to find the right brand. I went with this brand because it had a high start rating and good reviews... so here's mine:

Taste... like tang.... fake orange flavor, not the best; but not inedible

Dosage...I took advice from a lot of people and decided to start with 5mg ( broke this one in half). Did this for 3 to 4 days and noticed I stayed asleep a little longer. Went up to the full 10mg and went to sleep faster... not knocked out... just eased into it... woke up like clockwork around 630am, refreshed. So I thought I would try 15 mg. Why? Maybe I would go to sleep faster and sleep later. NOPE! I ended waking up every other hour and actually had a dream I could remember.
I've been consistent with 10mg for the past week and it's a good fit. I ease ease into a restful slumber... no more over 😴 and up with a good attitude. My 350lb male friend was knocked out with only 5mg (I'm female, 40, 185 lbs). So I guess it definitely varies with each individual. I say start at 5mg and work up if needed."
485,B07S38C5WW,2023-08-06,These work well,5.0,Take one of these at bedtime and go lay down. Puts you right to sleep. Works well.
486,B07S38C5WW,2023-05-28,A great boost to help you sleep!!,5.0,These chewable sleep aids are the perfect amount of melatonin to help you fall asleep fast and stay asleep longer. They have a wonderful strawberry flavor and are easy to chew with no aftertaste. I would recommend these small tablets if you're looking for a natural way to aid in sleep.
487,B07S38C5WW,2023-06-28,Melatonin dissolvable tabs,5.0,"Easy to take with pleasant taste. After using two nights scored over 80 per Fitbit, which is good sleep and felt more rested. I have familial advanced sleep phase syndrome, so hope the good results continue"
488,B07S38C5WW,2023-05-02,Sleepy Time,4.0,The pills work good. But the flavor was not the best.
489,B07S38C5WW,2023-08-09,easily dissolve,5.0,"easy to chew or let dissolve in your mouth
pleasant tasting"
490,B07S38C5WW,2022-07-09,Works great for me,5.0,"No guarantees, but it works great for me, and no hangover in the morning. I know people who tell me melatonin doesn't work for them or they feel loopy in the morning. Too bad. I used to be able to get 8 hours of uninterrupted sleep for years, but as I age, my metabolism has changed. My bladder has me having to get up several times in the night to relieve myself, for instance. Before I started taking melatonin, after getting up for the third time, I'd be wide awake and couldn't get back to sleep. With melatonin, this is not a problem - I get back to sleep right away. And like most stuff you buy on Amazon, you get more for less. If you have a problem with sleep, I recommend trying this. I hope it works for you."
491,B07S38C5WW,2023-07-29,Great product!,5.0,"I like the fast dissolving tablets, they taste good and they help me fall asleep faster."
492,B07S38C5WW,2023-07-26,My favorite melatonin,5.0,Helps me fall asleep fast and stay asleep! My whole family uses this stuff and we love it.
493,B07S38C5WW,2023-08-15,Satisfied Customer,5.0,"Everything all okay, keep up the good work."
494,B07S38C5WW,2023-01-23,Great sleep aid!,5.0,"First of all do not swallow tablet, place one tablet in mouth and let it melt. This is the 5mg tablet my doctor recommended, and he indicated not to take more than 1 tablet each time. I would suggest you contact your doctor if you think you need more than that. I like the fact Melatonin is naturally produced by the human body for sleep. So unless there are any added substances that could be considered harmful, Natrol's Melatonin seems to be safe. Again, for me, my doctor recommended no more than one tablet each time used."
495,B07S38C5WW,2023-08-02,Works Extremely Well!,5.0,"Love them! I don't use them often, but when I do, they come in clutch!"
496,B07S38C5WW,2023-08-05,It works,5.0,The melatonin works great to take the edge off for my grandkids.
497,B07S38C5WW,2023-08-07,A must for a good sleep!,5.0,"Perfect flavor, using it every night. Thanks"
498,B07S38C5WW,2022-11-14,Effective enough,4.0,"Bought this product to help me fall asleep faster as I stay up most of the night. They're fairly easy to swallow and have an alright flavor, like a vitamin. They work fine but not instantly or the most much. For severe night owls there may be something better but I'm not sure. But this product work well enough to go to sleep easily after a small amount of time. Worth the money if it works for you."
499,B07S38C5WW,2023-06-29,"Glad they make this product, it definily helps getting to sleep",5.0,Once in awhile I even take 1 1/2 such good for the seniors
500,B07S38C5WW,2023-06-30,Great product,5.0,"Great flavor, dissolves easily and executes on helping me fall asleep quickly"
501,B07S38C5WW,2024-01-13,Melt in your mouth sleep aid,5.0,"These melt in your mouth and are absorbed through the membranes in your mouth. I break them in half, and use as needed. The flavor is good."
502,B07S38C5WW,2024-01-12,Works great!,5.0,"I have a hard time sleeping so I take these pretty regularly. This was my second bottle. For me, it takes a while to kick in so I have to plan ahead and take it so I can be tired at the time I want to go to sleep. Its a good value and the tablets dissolve fast."
503,B07S38C5WW,2024-01-11,Didn’t work,1.0,First time trying melatonin and unfortunately didn’t work for me. It’s 3:13 am and I’m struggling to go to sleep. I did one dose before bed an another one 2 hours later. I’m so use awake.
504,B07S38C5WW,2024-01-10,No SEAL,1.0,Unsafe to use supplements with no seal. Has been opened and could be contaminated
505,B07S38C5WW,2024-01-10,Wears off early,3.0,"Puts me to sleep pretty quickly, but wears off after about 4 hours. Actually wakes me up when it does."
506,B07S38C5WW,2024-01-10,Natrol Melatonin 5mg: A Five-Star Sleep Upgrade That Surpasses Expectations,5.0,"Having been a loyal user of the NOW melatonin brand for over a decade, I was hesitant to switch, but trying Natrol Melatonin 5mg has been a revelation, earning it a well-deserved five-star rating.

From the first night, I noticed a significant improvement in the quality of my sleep – a peaceful and restful experience that I hadn't realized was missing. Initially skeptical, I attributed it to a possible fluke, but after consistently using Natrol Melatonin for two bottles now, I can confidently say it's no accident.

The effectiveness of Natrol Melatonin is consistent and reliable, making it an essential part of my nighttime routine. The transition from my previous brand has been seamless, and the positive impact on my sleep has been undeniable.

I wholeheartedly recommend the Natrol Melatonin 5mg to anyone seeking a reliable and effective sleep aid. It has surpassed my expectations, providing the serene and restorative sleep I've been longing for. In my book, it's a five-star game-changer!"
507,B07S38C5WW,2024-01-06,Works like it should,4.0,Taste is okay no after effects
508,B07S38C5WW,2024-01-06,Sweet taste,5.0,Helps me sleep like a baby
509,B07S38C5WW,2024-01-05,It helps me sleep,5.0,Sleeping
510,B07S38C5WW,2024-01-05,Melatonin,5.0,This always helps me fall asleep. It tastes good too
511,B07S38C5WW,2024-01-04,better than others,5.0,"I originally purchased these because I wanted a dissolving pill that did not contain red-40 in the ingredients. I have found a few other brands that don't have red-40 but this one is the best tasting one I have tried so far. (it's a bit more expensive, but I think its worth it)"
512,B07S38C5WW,2024-01-04,Works,5.0,5MG
513,B07S38C5WW,2024-01-03,"The majority of the pills are broken into pieces. How do,you know how much you are taken.",1.0,Pills broken. Can’t tell what or how much you are taking. Supposed to be 200 tablets. I doubt 100. A believe a refund and new bottle should be sent
514,B07S38C5WW,2023-12-30,I got the garbage instead of sleeping pills,1.0,"When I opened a bottle of pills, a small explosion occurred like a cracker, some dust, apparently part of the pills, flew out there, I do not want to use such tablets that explode"
515,B07S38C5WW,2023-12-28,Sleeping,5.0,These work well
516,B07S38C5WW,2023-12-28,Works like a charm!,5.0,I have tried many other brands and always come back to this one! Dissolve under tongue and feel sleepy around 25 minutes later. Tastes fine and I highly recommend. Side note… have had occasions where I needed to change course and stay awake and was able to push through without a ton of drowsiness. Conclusion when you start to feel sleepy shut it down and let it do its job.
517,B07S38C5WW,2023-12-25,Best sleep ever,5.0,"I slept like a baby. Great taste, they dissolve in your mouth so no swallowing pills. Brings a lot of them for the price!! Worth it!"
518,B07S38C5WW,2023-12-22,not working!,1.0,I have been using the brand Natrol for melatonin fix. this is a bust - totally does not work.
519,B07S38C5WW,2023-12-20,Doesn't help me,1.0,I used as directed and saw no improvement for a little over a week. I even went up on the dosage by taking 2 and still saw no improvement. Still woke up in the night and could not go back to sleep. Still had trouble going to bed.
520,B07S38C5WW,2023-12-16,Melatonin,5.0,Love this dosage and flavor.
521,B07S38C5WW,2023-12-15,Effective,5.0,Came in great condition. Works well.
522,B07S38C5WW,2023-12-14,They do the trick!,5.0,Hubby didn't want to take sleep meds because he's taking plenty of meds already. His sleep specialist suggested using these instead and they've been working quite well.
523,B07S38C5WW,2023-12-14,Easy to order,5.0,Seamless order and delivery - already knew the product is fantastic
524,B07S38C5WW,2023-12-13,Natrol Melatonina 5 mg,5.0,Justo lo que pedí
525,B07S38C5WW,2023-12-13,Great product,5.0,"Good flavor, nice size"
526,B07S38C5WW,2023-12-11,Best Melatonin I've tried!,5.0,"I've been taking these dissolvable melatonin tablets for about a year now and I love them! They dissolve fast and taste great. I usually take one about an hour before bedtime, and sleep so much better than I used to. I was a very restless sleeper that would sometimes take hours to fall asleep, but thanks to melatonin I fall asleep easily and get a good restful night's sleep. My one small issue with them is that I wake up a little groggier than usual, but I can usually shake that off after a few minutes."
527,B07S38C5WW,2023-12-10,Quanity & Price,5.0,I Have Forgotten Hiw Much I Missed These!! They Work Exceptionally Well!!
528,B07S38C5WW,2023-12-10,great price,5.0,works like other melatonin and cost less than most melatonin
529,B07S38C5WW,2023-12-09,Check expiration date before opening.,2.0,"I received this bottle of 200 melatonin tablets today, December 8, and they expire on March 31 of this upcoming year. How am I supposed to use 200 tablets in 112 days? Unfortunately I opened it before I noticed."
530,B07S38C5WW,2023-12-07,CONTAINS XYLITOL!,1.0,"DO NOT GIVE TO DOGS! This product contains xylitol, in fact, it's the first listed ingredient. Found out the hard way."
531,B07S38C5WW,2023-12-06,Best one!,5.0,This is the best brand I’ve tried. I have one every night and it works pretty fast
532,B07S38C5WW,2023-12-05,Good Quality,5.0,good product ssolves easily
533,B07S38C5WW,2023-12-02,"Safe, Easy, Effective",5.0,"The strawberry flavor, fast dissolving tablet is ideal for me. As a senior, it's vital that any sleep aid does not have side effects, as prescription meds may, that would put me at risk of falling when I need to get up to go to the bathroom in the middle of the night."
534,B07S38C5WW,2023-12-02,Works and yummy,5.0,I break this in half and is all that I need whenever I can’t fall asleep. Sometimes I give like 1.25mg of it to my kids when they won’t sleep either and works like a charm. I didn’t have any side effects like headache etc as they said about taking melatonin.. this is the first I ever took this supplement and The first night I had half of the tablet it worked immediately.
535,B07S38C5WW,2023-12-01,The only great fast acting Melatonin IMO,5.0,The best there is for fast acting dissolvable melatonin in the market!
536,B07S38C5WW,2023-11-29,Sweet Dreams in a Flash,5.0,"My go-to solution for fast and efficient sleep aid. The quick-dissolve feature lives up to its name, providing a swift and effective way to prepare for a restful night. One of the standout features for me is the strawberry flavor. It is pleasant for adults, but it's also for kids. The enjoyable taste eliminates the struggle of convincing little ones to take it, turning bedtime into a smoother and more enjoyable routine.
."
537,B07S38C5WW,2023-11-27,Just Perfect for Me,5.0,"This 5mg dosage of melatonin is perfect for me and Natrol is a high-quality brand I've been using for years.

It's not always easy to find 5mg melatonin. 10mg is a little too much for me and I wake up a little groggy. This dosage, brand and price point is perfect for me and I'll definitely re-order!"
538,B07S38C5WW,2023-11-27,It makes me dizzy,1.0,This product makes me dizzy. I tried a few times and the result was the same. I’ve used another brand of Melatonin and never had this problem.
539,B07S38C5WW,2023-11-27,Excellent product,5.0,Night time sleep helper!
540,B07S38C5WW,2023-11-25,They disolve in your mouth. They are great,5.0,I like the strawberry taste.
541,B07S38C5WW,2023-11-19,Doesnt work. Do not buy!,1.0,"It doesn't work. It seems to be a placebo, just a sugar candy. It doesn't help with sleep whatsoever. Skip it and look for a different brand."
542,B07S38C5WW,2023-11-12,Excelente,5.0,Buenísima y eficaz para adultos ayuda a conciliar sueño más rápido.
543,B07S38C5WW,2023-11-11,Only one brand I rely on,5.0,"It’s melting while still in my mouth, that’s how I know it will be absorbed fast. And like many melatonin users I confirm, melatonin is not going to make you fall asleep faster. But the safe nightly routine will. After I’m already in bed and ready to spend 20 mins on my phone, I pop one or two in and bam, brain is signaled. I will be far calmer and ready to switch off for the day."
544,B07S38C5WW,2023-11-09,I will sleep tonight,5.0,Helps me sleep
545,B07S38C5WW,2023-11-09,Perfect,5.0,Perfect
546,B07S38C5WW,2023-11-05,Better than other brands,4.0,I like this brand better than others. I feel as if this brand works better. The dissolve and taste good
547,B07S38C5WW,2023-10-30,I love this product,5.0,I have used this for years. It also helps me tell which of 13 medications are which. A few look identical. Will buy again.
548,B07S38C5WW,2023-10-28,It didn't work for me,1.0,I got strong migraine
549,B07S38C5WW,2023-10-27,Good Quality Product👍🏻,5.0,"I get these Melatonin 5mg Strawberry-Flavored Supplements for Restful Sleep via Amazon’s Sub/Save every other month & am really happy with them. The quality is really good. They work really well for my family & me plus they taste really good. Strawberry is my favorite fruit so I have No problem taking these. Am happy with the results too. They have helped us with drifting off &/or staying asleep. Important when you have issues with sleeping.

Recommend…👍🏻

❤️‍🔥Shalom…"
550,B07S38C5WW,2023-10-23,Works well,5.0,This product is perfect if you have trouble sleeping. No grogginess in the morning.
551,B07S38C5WW,2023-10-19,Best tasting chewable,5.0,I’ve been using this brand for years. The effect is consistent and I sleep well using it
552,B07S38C5WW,2023-10-16,Top Shelf,5.0,Puts me to sleep in less than a hour
553,B07S38C5WW,2023-10-14,Great value!,5.0,Love the quick dissolve and better priced here than Walmart.
554,B07S38C5WW,2023-10-14,Excellent,5.0,Better price than COSTCO
555,B07S38C5WW,2023-10-09,Non addicting,5.0,I love this product. Peaceful night sleep
556,B07S38C5WW,2023-10-09,Asleep fast but...,3.0,This is a good product to get to sleep fast but doesn't keep me asleep for over 4 hours. I found the extended release works better for me and I sleep all night.
557,B07S38C5WW,2023-10-08,DIFFERENT FORMULA? STOPPED WORKING.,1.0,"Play Video
 As of September 2023, THIS PRODUCT NO LONGER WORKS.

I have been taking Natrol Melatonin for 5 years. They recently changed the label slightly, and reduced the serving count from 250 to 200…but the worst part is it went from being 100% to 0% effective for me and two of my family members.

It is not kicking in before bed, or in the middle of the night when I wake up and take it. My girlfriend concurs.

It isn’t just me saying this, but my father, who separately subscribes to this product at a different address, concurs. It is not the same as it used to be.

Something may be wrong with the recent manufacturing of this product. I hope they figure it out."
558,B07S38C5WW,2023-10-04,Best Melatonin product I have ever used.,5.0,"This is a product that you really should dissolve under your tongue. I takes about 10-15 minutes to work, then you feel ready to sleep! I generally sleep through the entire night!
ps- It tastes great!"
559,B07S38C5WW,2023-10-01,great product,5.0,worked well!
560,B07S38C5WW,2023-10-01,Good product but sometimes damaged,4.0,"I’ve been buying this brand melatonin product for quite awhile. It’s a good product, but every once in a while I get a bottle that has a more than acceptable amount that is broken into small pieces. Fortunately, it doesn’t happen too often."
561,B07S38C5WW,2023-09-26,Nightmares,3.0,I usually use melatonin but this one gave really bad nightmares So I going to try the Amazon brand and see what happens
562,B07S38C5WW,2023-09-23,THIS NOW HAS WHEAT NO LONGER GLUTEN FREE BEWARE CELIACS,1.0,"So I bought this thinking I was safe like usual since the last bottle says it does not have wheat or gluten!

Got this bottle and see it now contains wheat. You’re going to get people sick.

This is now useless and a waste of money and time for me I’m going to have to find a different brand."
563,B07S38C5WW,2023-09-22,Regular purchase,5.0,We purchase this regularly in my house and take some nightly. It really helps to calm the mind and allow for a restful sleep. The taste is pleasant and the price is reasonable - no complaints here.
564,B07S38C5WW,2023-09-18,Melatonin 5 milligrams,4.0,Label has no USP.
565,B07S38C5WW,2023-09-18,Taste is not great but works very well,4.0,Works very well for myself and my 9yo however they hate the taste so much they won’t take it as often as past ones I have purchased
566,B07S38C5WW,2023-09-16,Helps my mother sleep,5.0,Small doses allows us to increase or decrease dosage for my mother to adjust to her needs.
567,B07S38C5WW,2023-09-14,Arrived with security seal,5.0,Fast delivery and with security seal
568,B07S38C5WW,2023-09-12,These tablets dissolve easily in my mouth.,5.0,I love that they dissolve so easily. The flavor is good. There a good value for the money.
569,B07S38C5WW,2023-09-12,Works Great,5.0,I love this product and have used for a very long time to help me get to sleep . The taste is nice and my grandchildren will even take a small portion of 1 tablet so the taste is kid approved as well & it helps them off to sleep fairly quickly.
570,B07S38C5WW,2023-09-11,My favorite 😍,5.0,This is one of my family's favorite melatonins. They taste delicious and work well for all of us. Recommended.
571,B07S38C5WW,2023-09-08,Caution,1.0,"After using this product I noticed I became extremely itchy and broke out into an allergic reaction, I experienced restlessness, and struggled to sleep. I’ve used other melatonin products without any of these issues before but noticed this product contains far more additives than the ones I usually take. I will not be using these again and encourage everyone to read through the list of ingredients and consider choosing a different product to avoid these very uncomfortable side effects."
572,B07S38C5WW,2023-09-07,New formula?,4.0,"I've ordered this product 12 times going back several years. The bottle I just received seems to have a new formulation. It dissolves much more slowly and the flavor is reduced. I'm not sure I like it, but it's not the end of the world. I've tried competitors and I really disliked their flavor, so I'll probably stick with this one."
573,B07S38C5WW,2023-09-04,Use periodically,5.0,I use Melatonin periodically when I have a difficult times relaxing and going to sleep. It works.
574,B07S38C5WW,2023-09-04,Nothing,5.0,Husband uses them every night
575,B07S38C5WW,2023-09-04,Love the 5mg tabs,5.0,I take this every night. Been a lifesaver to help me stay asleep.
576,B07S38C5WW,2023-09-03,Can’t live without these !,5.0,I work night shift 5 nights a week 12 hours . I usually take 4 to 6 tabs and get a full days sleep to prepare me for an entire shift . I highly recommend these to anyone having trouble sleeping . 🤷‍♀️
577,B07S38C5WW,2023-09-02,Great deal.,4.0,Really like the way that melt in your mouth and they don't taste icky or leave your mouth chalky
578,B07S38C5WW,2023-08-30,Contains xylitol,4.0,Beware of this product as it contains xylitol which is fatal even in small amounts to dogs and can be toxic to cats as well. I will no longer be buying this brand in the future but will opt for something unsweetened or differently sweetened. Every time I take one I worry my curious dog is going to to gobble one up if I drop it. Not worth the worry. There are so many other sugar alcohols—or even a small amount of real sugar—that could be used instead. Not sure why xylitol.
579,B07S38C5WW,2023-08-29,Only works for a few weeks,2.0,"I suffer from intense insomnia, So I obviously bought these so I can freaking sleep and not lose half day used it once knocked me used it twice knocked me out again but only for like two weeks it helped me sleep now when I took it it made me sleep but I would wake up at like 12 or 2pm ?? So like it didn’t last 💀 then it didn’t just work at all so I’m guessing it’s duds cause it’s “all natural with no drugs” I rather drink NyQuil then to take these again 🙄"
580,B07S38C5WW,2023-08-28,Works great,5.0,"Non habit forming, easy dissolve, acts fast, no groggy feeling in the morning"
581,B07S38C5WW,2023-08-28,Good product,5.0,What’s not to love? Fast dissolve. Good taste. Great nights sleep.
582,B07S38C5WW,2023-08-27,Highly recommended!,5.0,"Very good communication, fast shipment, highly recommended!"
583,B07S38C5WW,2023-08-24,Just love this! Thank you for a wonderful Amazon purchase! Amazing product!!,5.0,Just love this! Thank you for a wonderful Amazon purchase!
584,B07S38C5WW,2023-08-24,That it's effective!!,5.0,Sleep 😴
585,B07S38C5WW,2023-08-23,Works well,4.0,"I had clinical insomnia last fall and winter. My doctor recommended I use REMFresh. I tried it and it worked really well. However, the price skyrocketed to $75 and more.
The reviews for this melatonin product were very promising, but I am a skeptic….
I am very happy with this product. I don’t sleep quite as deep as I did with the other, but I do return to a comfortable sleep easily when I have to get up during the night. Fortunately, it doesn’t leave me thick headed in the morning.
I would highly recommend this product. Monetarily there’s no contest. Effectiveness is wonderful.
I hope you get great results, too."
586,B07S38C5WW,2023-08-22,Rest,5.0,Great disolving berry flavor and sleep through the night. Wake up feeling rested.
587,B07S38C5WW,2023-08-17,When you need a natural sleep remedy,5.0,"I drive a truck and need my sleep. I use the melatonin to get much needed sleep. They are easy to swallow, don’t leave an after taste. Work great. Good price.
I would highly recommend melatonin to customers"
588,B07S38C5WW,2023-08-16,Dissolve on the Tongue & Relax!,5.0,"These little tablets are very effective. Once in a while I have a really hard time sleeping, and I just dissolve 3 or 4 on my tongue, lie down & relax, and in less than 30 minutes I’m off in dreamland. I try not to take them too often, because I read if you take melatonin too regularly, your body will stop making it naturally. But, for occasional sleeplessness, these tablets are really wonderful."
589,B07S38C5WW,2023-08-15,Satisfied Customer,5.0,"Everything all okay, keep up the good work."
590,B07S38C5WW,2023-08-14,Good price!,5.0,Good price for quantity!
591,B07S38C5WW,2023-08-14,Great,5.0,Great price
592,B07S38C5WW,2023-08-13,Do not working 😕,1.0,Not working 😕
593,B07S38C5WW,2023-08-13,nice,4.0,"Eat down a piece is still effective, but can not eat more, eat too much headache"
594,B07S38C5WW,2023-08-12,Still Up Counting Sheep!,1.0,"I wanted these pills to work, not even yawn. God must want me to get back into prayer warrior position. There is a lot to talk to Him about with the way things are going on in our world today."
595,B07S38C5WW,2023-08-11,Really works and dissolves quickly,5.0,"I've tried various brands of melatonin and I like this one the best. Good taste, dissolves quickly and is very effective."
596,B07S38C5WW,2023-08-09,easily dissolve,5.0,"easy to chew or let dissolve in your mouth
pleasant tasting"
597,B07S38C5WW,2023-08-07,A must for a good sleep!,5.0,"Perfect flavor, using it every night. Thanks"
598,B07S38C5WW,2023-08-06,These work well,5.0,Take one of these at bedtime and go lay down. Puts you right to sleep. Works well.
599,B07S38C5WW,2023-08-06,Increases BP,1.0,Increases BP
600,B07S38C5WW,2023-08-05,It works,5.0,The melatonin works great to take the edge off for my grandkids.
601,B002EA99HE,2023-09-07,Love these,5.0,"I recently started taking NOW Supplements Vitamin D-3 5,000 IU, and it has made a noticeable difference in my overall well-being.

The high potency of 5,000 IU per softgel is fantastic, especially for those who may have a Vitamin D deficiency. I appreciate the fact that one softgel provides a significant portion of the daily recommended intake, making it easy to ensure I'm getting enough Vitamin D.

The softgels are easy to swallow, and they don't leave any unpleasant aftertaste. This makes it a hassle-free addition to my daily supplement routine.

I've noticed a positive impact on my mood and energy levels since incorporating this supplement. Vitamin D is crucial for various bodily functions, including immune system support and bone health, and this product delivers in that regard.

The 240-count bottle is excellent value for the price. It lasts for a long time, so I don't have to worry about running out of Vitamin D supplements.

Overall, NOW Supplements Vitamin D-3 5,000 IU is a high-quality product that I would recommend to anyone looking to boost their Vitamin D levels. It's convenient, effective, and offers great value for the quantity provided. It's become a staple in my supplement regimen."
602,B002EA99HE,2023-12-07,Small and powerful,5.0,I’m on my second bottle of these they’re nice and small and loaded with vitamin D. This is a reliable company so I pretty much only buy from them and a few others but I’m always pleased with NOW. They always have great prices too!
603,B002EA99HE,2023-11-16,Good value for product,5.0,"What I like is the high potency for a small pill that is easily swallowed. Many other brands have reviews where the pills are all stuck together, these pills don't have that issue. They are all separable. The Now brand is cheaper than others so I was worried about quality. I saw one reviewer mention that they were informed by someone in the industry that they are pretty good so I went for it. Sure enough, pretty good."
604,B002EA99HE,2024-01-04,Great product,5.0,Great product at a fair price
605,B002EA99HE,2023-09-28,all seem to work the same,4.0,"I need to take vitamin D due to low levels in my body. It serves its purpose, is easy to swallow and the price was reasonable. This bottle that I purchased in 2023 had the expiration date of 2027. Since I take it daily I have no fear of using up the 120 pills in around 4 years time. I personally have not noticed a difference from one brand to another in my blood work."
606,B002EA99HE,2023-12-27,Works Great!,5.0,I love that it's made with olive oil and not a crappy seed oil. Small capsule and easy to swallow with no taste!
607,B002EA99HE,2024-01-02,Great Value,5.0,This is a great cost. They work.
608,B002EA99HE,2023-12-23,Vitamin D levels good,5.0,Very convenient vitamin D3 supplement. It contains a large dose of vitamin in a very tiny and easy to swallow pill. This vitamin needs to be taken with some fat to be better absorbed so the fact that this pill is oil based makes it perfect.
609,B002EA99HE,2024-01-07,Easy to Take and Bovine Gelatin,5.0,"These are the perfect size where it's not uncomfortable to take AT ALL and is one of the few D3s I could find that had Bovine gelatin (as opposed to pork, which we cannot have). You barely feel it, and it's kind of slippery so it doesn't get ""stuck,"" nor does it have a weird vitamin-y taste that bothers you for a while after. For these reasons, this is the D3 my family and I continue to repurchase."
610,B002EA99HE,2024-01-10,"Good product, inconsistent look.",5.0,"I've purchased these for my hubby 3 times, and each time the pills look different. One time the gel cap is clear, next time they're white. Dr's tests show his levels are staying steady, so no complaints about the results, just a bit concerning when the look keeps changing. Makes me wonder why."
611,B002EA99HE,2024-01-16,Take once a week,4.0,"I'm surprised the direction does not say to take these once a week. This is the strongest potency there is and it shouldn't be taken everyday nor for a long period. It can only be taken up to 6-8 weeks once per week. My first day of taken them I got a headache. Second week no headache, I think my body got used to the first capsule."
612,B002EA99HE,2024-01-17,Great value,5.0,Now is my favorite brand and the pricing here on Amazon is amazing as opposed to going to a local vitamin store
613,B002EA99HE,2023-12-29,Great Fit D3 Supplement,5.0,"Vitamin D-3 5,000 IU, High Potency, They are very easy to swallow they are small but powerful, No flavor they are Soft gels Tabs, We have repurchased this over and over, Great value and great price for all you get."
614,B002EA99HE,2023-12-24,Really works,5.0,"My doctor asked after blood work why I was taking so much vitamin E. She suggested I back off. The assistant motioned to keep talking it! I heard that it is good and I continue to take 5,000 units a day."
615,B002EA99HE,2023-12-23,"No taste, easy to swallow",5.0,Flavorless and easy to swallow. I take this after a meal with my vitamin B12 and I do not have an issue with being cold all the time anymore. My energy levels are higher and I have been sleeping better.
616,B002EA99HE,2024-01-05,Little balls of greatness,5.0,Small balls of vit. D make it very easy to swallow. I appreciate how easy these are to swallow! Thanks!
617,B002EA99HE,2024-01-14,Needed,5.0,U need this for everything
618,B002EA99HE,2023-12-13,Small but Lovely,5.0,"Purchased item one week ago. I was instructed by my physician to take twice per day due to a deficiency. Overall, product is easy to take, easy to swallow, no flavor or aftertaste which is very nice. The price was decent considering the quantity. Recommend taking with food and straight water. Will purchase again."
619,B002EA99HE,2024-01-17,Thank you,5.0,👍
620,B002EA99HE,2024-01-12,Good stuff,5.0,Vitamin D is Good.
621,B002EA99HE,2024-01-03,Allergy Friendly,5.0,Quality supplement doesn’t have cheap soy filled oil like some brands. Love the tiny gels easy to swallow
622,B002EA99HE,2023-12-16,I have used N.O.W. supplements for many years!,5.0,"N.O.W. supplements have been a trusted brand in my household for many years. D3 is a vitamin (actually hormone) that is considered essential because we don't get enough sun on our skin day to day. A capsule containing 5,000 IU is the potency I use."
623,B002EA99HE,2024-01-10,Great price,5.0,The price was great
624,B002EA99HE,2024-01-11,Good,5.0,"good quality, good product"
625,B002EA99HE,2024-01-08,Recommended by a knowledgeable professional.,5.0,All indications this is a good product.
626,B002EA99HE,2023-12-31,Best swallow vitamin D 😁,5.0,This name brand is the best for swallowing ! At age 50 we NEED our D-3 5000💝
