ID,dates,name,ratings,reviews,Blood and lymphatic system disorders,Cardiac disorders,Congenital familial and genetic disorders,Ear and labyrinth disorders,Endocrine disorders,Eye disorders,Gastrointestinal disorders,General disorders and administration site conditions,Hepatobiliary disorders,Immune system disorders,Infections and infestations,Injury poisoning and procedural complications,Investigations,Metabolism and nutrition disorders,Musculoskeletal and connective tissue disorders,Neoplasms benign malignant and unspecified (incl cysts and polyps),Nervous system disorders,Pregnancy puerperium and perinatal conditions,Psychiatric disorders,Renal and urinary disorders,Reproductive system and breast disorders,Respiratory thoracic and mediastinal disorders,Skin and subcutaneous tissue disorders,Social circumstances,Surgical and medical procedures,Vascular disorders,Product issues,Positive effects,Correct review,Incorrect review,Incompatibility
834,2016-04-04,Melatonin,3.3,note star given requir chose 3 star havent yet begun use supplement still research would peopl comment pleas indic dosag taken long medic includ counter medic use comment valuabl kind inform includ thank ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
536,2016-04-09,Colloidal_silver,5.0,skin cancer contest silver kill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
202,2016-04-16,Vitamin_D,1.0,recent blood workup physician prescrib 50000 unit one week 6 week month 5 month retest blood level initi dose experienc one swollen eyelid itchi skin thigh drink plenti water detox bodi anyth els get back normal,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
832,2016-04-19,Melatonin,3.3,night shift healthcar worker start take 75 mg melatonin rougli 8 month side effect first month notic extrem drop libido littl interest physic intimaci concern given age physic activ stop take last week worth anymor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
30,2016-04-23,Ginkgo,4.0,use ginko 2 year cognit function improv dramat tournament chess player believ help,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
656,2016-04-28,Krill_oil,5.0,brainer work start use dri eye look thing help,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
535,2016-05-03,Colloidal_silver,5.0,eyelid infect wear contact also work handl money check cash sometim touch eye without notic anyway got eyelid infect soon felt start spray small spray colloid silver came spray often felt gave relief next day feel better kept use next day 2 day total went away dont think work ever get infect usual last 1 week tri touch eye keep clean use colloid silver bought silver live super tyndal effect onlin ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
831,2016-05-06,Melatonin,1.0,atrial fibril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
806,2016-05-06,Melatonin,1.0,atrial fibril,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
201,2016-05-07,Vitamin_D,5.0,start take vitamin d3 5000 unit 2 realli felt much better concern bone loss age,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
805,2016-05-07,Melatonin,5.0,3mg everi night sleep like babi wakeup dont feel sort like took sleep pill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
830,2016-05-07,Melatonin,5.0,3mg everi night sleep like babi wakeup dont feel sort like took sleep pill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
200,2016-05-15,Vitamin_D,2.3,2 day take 1000 iu day awok night excruci charliehors right calf ceas take em thereaft issu 50someth dri femal dri eye syndrom take 1 mg day folic acid best result prescript ps good mucu membraneshint hint wink wink other take see commentari folic acid websit,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
29,2016-05-22,Ginkgo,3.7,first time,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28,2016-05-23,Ginkgo,4.0,take one 60mg pill ginkgo biloba 7 year seem less audibl although tinnitu never realli goe away reced background bearabl late ive notic skin thin due ageso scratch mosquito bite end terribl bruis im use excess forcei see bruis expand watch good ill see lower dosag would work earsbut get bruis bare touch hard surfac edg someth coffe tabl share bruis thing fairli new,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
199,2016-05-31,Vitamin_D,5.0,ask vitamin import would say kid suffer simpli ignor need vitamin dont let happen love one vitamin guru sourc vitamin supplement one place genuin qualiti sure eat actual right ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
828,2016-06-03,Melatonin,4.0,day night confus develop sever insomnia terribl time tri get sleep get sleep wake easili 45 hr night start treatment need increas get desir effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
804,2016-06-03,Melatonin,4.0,day night confus develop sever insomnia terribl time tri get sleep get sleep wake easili 45 hr night start treatment need increas get desir effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
198,2016-06-03,Vitamin_D,3.3,start treatment notic respons point yet mega dose due extrem low level lack sunshin dietari intak dt gastric bypass receiv mega dosag everi tuesday,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
655,2016-06-07,Krill_oil,4.3,take krill oil sciatica problem gone cholestr level reduc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
654,2016-06-10,Krill_oil,5.0,take better health2 week take near period timei spotti light period awhilenot normalwel take krill oil period start normal stay 4 day spottingbefor would spot light period last 2 period sinc take help period didnt know gonna help wayi guess bodi lack somethingmak period normalso work side period might work someon els,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
197,2016-07-16,Vitamin_D,4.0,thought process clearerdepress diminishedless ach jointsmor energi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
196,2016-07-22,Vitamin_D,2.3,15000 iu 8 month week began experienc issu memori fatigu lethargi anxieti suffer anxieti alreadi depress hypothyroid famili histori alzheim concern stop treatment restor memori reduc anxieti ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
803,2016-08-04,Melatonin,3.7,somewhat effect wake feel unfresh ,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
827,2016-08-04,Melatonin,3.7,somewhat effect wake feel unfresh ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
826,2016-08-12,Melatonin,4.0,start low dosag least 5 mg discov could use much lower dosag experi averag success becom sleepi mind activ slow cognit abil make eyelid heavi quickli safe side effect drowsi gradual disappear total clear morn recommend would start low dose use coupl week take time natur ingredi restor bodi resourc good luck good night 1776 ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
534,2016-08-30,Colloidal_silver,5.0,toothach,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
194,2016-09-02,Vitamin_D,1.0,fourth time sever year prescrib 50000 iu vitamin take twice week current level 22 three differ doctor everi time ive tri great difficulti sleep pain time first pill felt shaki leg felt weak second pill insomnia anxieti return cant stand rheumatologist tell never heard side effect board help feel head keep take high dose take counter supplement 5000 iu daili bother past though level remain low wonder supplement even warrant level remain low along huge popul lowvitamind patient eat plenti food high vitamin tri get brief sun exposur much,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
825,2016-09-05,Melatonin,3.7,blood pressur increas upon wake headach ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26,2016-09-06,Ginkgo,1.0,bad heartburn chestpainstop take,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
802,2016-09-10,Melatonin,3.0,horribl weird dream take,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
824,2016-09-17,Melatonin,5.0,took much first night tri half pill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1000,2016-10-05,Biotin,4.0,satisfi biotin 5000 hair come much cours alway hair loss ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
801,2016-10-13,Melatonin,4.0,effect use feel safer use melatonin prescript sleep aid dont know side effect long time use far experienc cant find product name natrol desul take three 5mg need ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
823,2016-10-13,Melatonin,4.0,effect use feel safer use melatonin prescript sleep aid dont know side effect long time use far experienc cant find product name natrol desul take three 5mg need ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
533,2016-10-20,Colloidal_silver,2.3,recommend friend cold made zero differ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
999,2016-10-23,Biotin,5.0,heart attack bypass hair arm chest finger took vacat start take 10000mcg biotin 2x daili note also take 500mg larginin 2x daili with 3 week hair start grow arm chest knuckl littl grow top head doctor even surpris yearli work great ymmv ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
998,2016-10-25,Biotin,5.0,find help loss hair strength nail diabet naturopathi tv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
997,2016-10-26,Biotin,4.0,taken biotin 50000mcg one month hair seem grow faster less hair loss shampoo hair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
25,2016-10-30,Ginkgo,3.7,start take memori hard time rememb thing notic littl improv hand start shake take ginkgo notic calm hand prais god ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
822,2016-11-01,Melatonin,1.0,take schiff melatonin ultra f 3 mg melatonin 1day 3 week first notic arrhythmia tachychardia atrial fib worri 3 week take got dizzi last day long also bad nausea look side effect found three side effect melatonin thought die im 70 stop melatonin feel great im write appreci much peopl alreadi report effect help zero caus problem,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
995,2016-11-18,Biotin,4.0,take biotin 10000 mcg one per day im concern take four medic may problem celexa buspiron metformin clonazepam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
821,2016-11-22,Melatonin,3.0,satisfi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
800,2016-11-22,Melatonin,3.0,satisfi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
820,2016-11-24,Melatonin,4.0,short word nightmar sever peopl ive talk get disturb dream ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
799,2016-11-24,Melatonin,4.0,short word nightmar sever peopl ive talk get disturb dream ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
819,2016-11-25,Melatonin,4.3,cant fall asleep unless take bite pill need small amount though work taken half hour go bed wake earli sometim worth live there total dark mani month way without melatonin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
193,2016-12-15,Vitamin_D,4.3, went doctor normal check told felt like bone hurt time muscl spam ran blood work everyth came back normal except vitamin level number 7 told way low take vit d2 50000 week 8 week say feel better like old self continu treatment fear side effect thank god ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
994,2016-12-16,Biotin,4.0,take 10000 mcg sinc novemb 5th due brittl dri hair hair back top side littl piec hair notic thin bald spot ive seen great result far drink lot water hair breakag stop shed decreas significantli accord hair stylist slow process see result,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
82,2016-12-23,Folic_acid,2.3,develop gout,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
24,2016-12-29,Ginkgo,3.0,start moder sever dizzi point loss balanc guess blood thin sinc work like blood thinner talk provid take alreadi supplement med ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
192,2017-01-08,Vitamin_D,4.0,hyper thyroid doctor suggest found patient condit low vit live ca spend lot time outdoor surpris read 19 30 low marker100 high start take 4000 super consist 2 year 40 feel much better side effect ill like cold flu get blood test worth ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
651,2017-01-10,Krill_oil,1.0,warn replac statin krill oil 6 month later doctor checkup cholesterol shot put back statin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
993,2017-01-17,Biotin,3.0,take much caus pain skin rash interfer thyroid medic seem enhanc metabol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
816,2017-01-28,Melatonin,1.0,dont know hav tri sever time alway feel groggi fuzzi next day dont even sleep better ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
650,2017-01-29,Krill_oil,3.0,went 300mg krill oil caus couldnt toler statin cholesterol good stomach issu persist belch bloat loos stool heartburn didnt realiz krill oil till told stop 2 week colonoscopi symptom went away tri go back fish oil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
992,2017-02-04,Biotin,2.3,cant see differ hair ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
796,2017-02-04,Melatonin,5.0,place alprazalam follow death husband 4 year agoi realiz addict drug wasi final abl get taper slowli 5 week periodi retir rnbut insomniami doctor suggest melatonin 5 mgm 10 mgmfive work finei final sleep,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
649,2017-02-07,Krill_oil,4.7,switch regular fish oil krill oil combin low carb diet cholesterol decreas 60 point,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
532,2017-02-08,Colloidal_silver,5.0,flu use colloid silver gargl mouth one work wonder abl keep food first dose next morn eat feel 100 better ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
531,2017-02-14,Colloidal_silver,5.0,taken cs year usual nli take feel cold comimg 24 hour alway felt well year sinu bad start take daili basi realis 2 week arthriti almost gone continu take cs everyday cs mani health benefit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
795,2017-02-17,Melatonin,5.0,took 2x pill everi even 4 day help adapt 6 hr time differ ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
530,2017-02-18,Colloidal_silver,4.0,one swallow night work fantast indigest virtual elimin eczema greatli help cough cold build immun system sens feel bodi energi ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
991,2017-02-28,Biotin,5.0,start take lap band thick hair fall thin badli start take biotin slowli first take 10000mcg day hair although thick 20 thick hairdress even remark thick would definit recommend use either natur made natur bounti interchang ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
990,2017-03-14,Biotin,5.0,start take biotin heard good hair loss work great hair definit stronger thicker found great resourc httpsbiotinhairgrowthcablogbenefitsofbiotinsupplementhtml show benifit,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
528,2017-03-15,Colloidal_silver,2.3,work bacteri infect nose flu go around swedish ion silver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
529,2017-03-15,Colloidal_silver,5.0,9 year old kid got sever eye infect connect flu rins eye everi third hour first day eyerinseglass second day rins tree time day next day rins morn night effect incred better antibiot use swedish ion silver wich 8090 ionic rest particl highli recomend treatment eyeinfect effect flu though whatsoev high dose silver coctail inhal nebul nosesprey silver work condit virusesbacteria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
527,2017-03-17,Colloidal_silver,5.0,use collodi silver anytim feel sore throat ear ach come cap full glass water take gone think long use need basi fine use treatment ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
989,2017-03-19,Biotin,5.0,hair fell treatment cancer beautician recommend biotin hair back normal redhead littl grey give tri ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
191,2017-03-26,Vitamin_D,3.0,begin take vit d3 low level bloodwork felt better start 2000 iu daili went back blood work one month later level still low doc told increas 5000 iu daili bloodwork prescrib took place year ago 32016 sinc late feel dread fatigu brain fog gener malais ach lack appetit sleep issu late get moder nauseat day research concern much vit system also perhap caus vitmin decreas take tonight call doc tomorrow wonder anyon felt thing much vit research think 5000iu day year way much ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
648,2017-03-31,Krill_oil,4.0,wasnt awar suppos take krill 3 monthsi took 5 month caus blood thin pretti bad bone acceler thin osteoarthritishop sinc stop take bone rejuvenatei notic stop hand sore crush,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
988,2017-04-02,Biotin,5.0,start take biotin oral 5k mg daili notic stronger nail less hair loss restor textur less thin hair shaft differ hair color retent mild facial skin bump near chin sure correl skin bump ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
987,2017-04-07,Biotin,3.0,develop skin rash arm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
23,2017-05-01,Ginkgo,4.7,natur ginkgo 2000 x 2 day attent great product great compani,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0
647,2017-05-12,Krill_oil,4.7,reportedli krill oil better effect bad cholesterol fish oil take megar 500 mg xstrength omega3 formula astaxanthin dha schiff cholesterol number one point normal rang also take prescript zetia 10 mg statin last least fortun krill oil doesnt keep burp fishi tast day ughhh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
526,2017-05-16,Colloidal_silver,5.0,develop pink eye work home put one drop colloid silver eye morn night within one day complet clear anoth success two friend puppi contract puppi parvo viru help colloid silver puppi made full recoveri within 2 day cure felin viru cat also mani list would go without hous,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
524,2017-06-09,Colloidal_silver,4.0,clear tooth infect 3 daysherb healer 500ppm 6 oz water rins mouth 4x day,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
190,2017-07-03,Vitamin_D,3.0,top sun could ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
189,2017-07-05,Vitamin_D,4.3,take 2000 unit daili,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
81,2017-07-17,Folic_acid,2.7,20 percent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
523,2017-07-19,Colloidal_silver,4.3,say despit promot claim silver known function bodi fact understand bodi work complet system ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
22,2017-08-13,Ginkgo,5.0,ginkgo best herb vertigo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
986,2017-08-25,Biotin,2.3,take biotin year seem lost hair,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
188,2017-09-01,Vitamin_D,1.0,need vitamin supplement without kind color help find one ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
21,2017-09-13,Ginkgo,1.0,ginko ik suppos help dizzinessbut side effect caus dizinessconfus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
985,2017-10-07,Biotin,1.0,start take 2500 mcg brittl nail 2 day ago sinc upset stomach itchi skin pain joint took wednesday night thursday night friday take go trash ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
646,2017-10-08,Krill_oil,4.0,71 dont take medic problem high cholesterol high blood pressur read place might help blood pressur 16190 tri 500mg day month blood pressur 130 139 80 up 1000mg day far 3 week havent seen improv ,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
522,2017-10-16,Colloidal_silver,5.0,absolut worst throat ach life worri may strep throat id go hospit friend recommend gargl colloid silver 3 hour throat ach reduc 55 next day complet gone infect start spread chest worri lung infect linger month past kept silver ad 3x 12 tsp intern 3 day nearli complet recov amaz stuff,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
521,2017-10-19,Colloidal_silver,3.0,suffer sever dri eye read sovereign silver work well eye infect decid tri condit liter first time spray eye notic hour eye felt less dri come back one month give final result today date 101917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
187,2017-11-05,Vitamin_D,3.0,vitamin natur way food color best take 5000 10000 daili smaller dose ineffect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
645,2017-11-09,Krill_oil,1.0,take coupl month last month experienc fluid build ear mainli left ear fluid trap middl ear went med clinic given antibiot allergi med mucinex abat coupl day dose return stop take mega red 3 krill oil day ago fluid ear hear frighten know cant get rid someth ear,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20,2017-11-10,Ginkgo,2.3,purchas ginkgo biloba extract 120 mg brand spring valleymad china walmart increas engin concentr work take whole week 2 hr take supplement experienc headach left side head feel like left ear muf tingl heartbeat 7275 bmp 2 hr later could imagin feel brain puls insid slowli weird experi left ear feel like infect stuf kind hurt lightli insid inner tube advis herbal med disappear blood stream someth happen blood test might indic trace ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
520,2017-11-28,Colloidal_silver,2.3,effect,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
644,2017-12-01,Krill_oil,3.0, use kirkland krill 300 mg one time day one month start great bad wait period second 30 day start fatti liver high cholestrol bowel light coler often ide like shoot pain eye even dri eye med bad today went eye dr good news ra fiber improv need tramadol two night im hang lab work mayb brand dosag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
519,2017-12-29,Colloidal_silver,5.0,scare tactic blue skin use impur non colloid silver supplement shame scare peopl use fda drug instead,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
185,2018-01-02,Vitamin_D,4.7,start 2000iu day wasnt make differ went 5000iu start help,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19,2018-01-03,Ginkgo,1.0,took part testosteron treatment start lose balanc right away itch swell left eye make sensit light difficulti walk stand stuff terribl worth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
518,2018-01-07,Colloidal_silver,5.0,mrsa controlsexcel well document,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18,2018-01-16,Ginkgo,5.0,ive take rexal ginkgo biloba 120mg day 10 year technic work ive notic help memori especi name locat im 50 im consid up dosag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
515,2018-04-10,Colloidal_silver,5.0,use 2 drop right eye treat long stand intermitt conjunct due tick squeez 1980 treatment left asymptomat year,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
984,2018-04-17,Biotin,5.0,honestli young girl alway struggl hair grow nail everyth also stage alopecia time anyway take 10000 mg biotin day realli improv hair nail eyelash everyth didnt even grow armpit hair take ive shave area never realli recommend ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
